CPU,Display,Graphics,ImgURL,Name,Price,Ram,Status,Storage,URL
Intel core i7,"17.3"" Full HD",Quadro P3000M,https://laptop88.vn/media/product/pro_poster_5087.jpg,Laptop Cũ Dell Precision 7720 - Intel Core i7 / Xeon,13.990.000 đ,8GB ,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-precision-7720-intel-core-i7.html
i7 - 8850H,"17.3"" Full HD",Quadro P3200,https://laptop88.vn/media/product/pro_poster_5330.jpg,Laptop Workstation Cũ Dell Precision 7730 - Intel Core i7 - Quadro P3200,Liên Hệ,16GB DDR4,,SSD 512GB,https://laptop88.vn/laptop-workstation-cu-dell-precision-7730-intel-core-i7-quadro-p3200.html
i7 - 8750H,"15.6"" Full HD",Quadro P1000M,https://laptop88.vn/media/product/pro_poster_6379.jpg,Laptop Cũ Dell Precision 7530 - Intel Core i7 / Xeon,16.990.000 đ,16GB DDR4,Used,SSD 512GB,https://laptop88.vn/laptop-cu-dell-precision-7530-intel-core-i7.html
i7 - 6820HQ,17.3'' Full HD,Quadro M3000M,https://laptop88.vn/media/product/pro_poster_4782.jpg,Laptop Cũ Dell Precision 7710 - Intel Core i7 / Xeon,14.990.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-precision-7710-intel-core-i7.html
i5 - 8250U,13.3'' Full HD,Intel UHD 620,https://laptop88.vn/media/product/pro_poster_5100.jpg,Laptop Cũ Dell XPS 13 9370 - Intel Core i5,Liên Hệ,16GB LPDDR3L,,SSD 240GB,https://laptop88.vn/laptop-cu-dell-xps-13-9370-intel-core-i5.html
i5 - 8265u,14'' Full HD,Intel HD Graphics,https://laptop88.vn/media/product/pro_poster_4915.jpg,Laptop Cũ Lenovo Thinkpad T480s - Intel Core i5,10.690.000 đ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t480s-intel-core-i5.html
i7 - 7600U,12.5 Inch HD,Intel HD 620,https://laptop88.vn/media/product/pro_poster_3825.jpg,Laptop Dell Latitude 7280  - Intel Core i7,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-latitude-7280-core-i7.html
"
R5 - 4600H
","15.6"" Full HD 144Hz","
Nvidia RTX 3050 4GB
",https://laptop88.vn/media/product/pro_poster_7671.jpg,[New 100%] Laptop Gaming ASUS TUF Gaming A15 FA506ICB-HN355W - AMD Ryzen 5 - 4600H | RTX 3050 4GB | 15.6 Inch Full HD 144Hz,17.590.000 đ,8GB DDR4,,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-gaming-asus-tuf-gaming-a15-fa506icb-hn355w-amd-ryzen-5-4600h-rtx-3050-4gb-15.6-inch-full-hd-144hz.html
 i5-1135G7,12.3 QHD Touch,Kèm phím,https://laptop88.vn/media/product/pro_poster_7984.jpg,[New 100%] Laptop Microsoft Surface Pro 7 Plus | Intel Core i5-1135G7 | Kèm phím | NGUYÊN SEAL,17.990.000 đ,8GB LPDDR4X,New 100%,SSD 128GB,https://laptop88.vn/moi-100-full-box-laptop-microsoft-surface-pro-7-plus-intel-core-i5-1135g7-12.3-inch-qhd.html
"
 i7-13620H
","15.6"" Full HD 144Hz","
Nvidia RTX 4050
",https://laptop88.vn/media/product/pro_poster_7986.jpg,[New 100%] Laptop Gaming MSI Katana 15 B13VEK 252VN | Intel Core i7-13620H | RTX 4050 6GB | 144Hz,29.990.000 đ,8GB DDR5,New 100%,SSD 512GB NMVe,https://laptop88.vn/new-100-laptop-gaming-msi-katana-15-b13vek-252vn-intel-core-i7-13620h-rtx-4050-6gb-144hz.html
"
Core i7-12700H
","15.6"" Full HD 144Hz",NVIDIA RTX™ 3050,https://laptop88.vn/media/product/pro_poster_7002.jpg,[New 100%] Laptop Gaming Asus TUF 2022 F15 FX507ZC-HN124W - Intel Core i7 12700H | RTX 3050 | 8GB DDR5,24.690.000 đ,8GB DDR5 ,New 100%,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-gaming-asus-tuf-f15-intel-core-i7-12700h.html
i7 - 6820HQ,15.6'' Full HD,Quadro M620,https://laptop88.vn/media/product/pro_poster_4725.jpg,Laptop Cũ Dell Precision 3520 - Intel Core i7 / Xeon,9.590.000 đ,16GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-cu-dell-precision-3520-intel-core-i7.html
"
i5 - 1335U
","14"" Full HD","
Intel Iris Xe Graphics
",https://laptop88.vn/media/product/pro_poster_7966.jpg,[New 100%] Laptop MSI Modern 14 C13M 458VN - Intel Core i5 - 1335U | 14 Inch Full HD,15.490.000 đ,8GB DDR4,New 100%,SSD 512GB,https://laptop88.vn/new-100-laptop-msi-modern-14-c13m-458vn-intel-core-i5-1335u-14-inch-full-hd.html
"
i5 - 12500H
","15.6"" FHD 120Hz",Nvidia RTX 3050,https://laptop88.vn/media/product/pro_poster_7698.jpg,[New Outlet] Laptop Dell Gaming G15 5520 - Intel Core i5 - 12500H | RTX 3050 | 15.6 Inch Full HD,18.990.000 đ,8GB DDR5,New Outlet,SSD 256GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-dell-g15-5520-1d62j-intel-core-i5-12500h-rtx3050-15.6-inch-full-hd.html
"
Core  i7-1165G7
","15.6"" FHD 100% sRGB","
Intel Iris Xe Graphics
",https://laptop88.vn/media/product/pro_poster_6976.jpg,[New Outlet] Laptop Samsung Galaxy Book Pro 15 NP950XDB KC5US - Intel Core i7 | RAM 16GB | SSD 1TB | 15.6 Inch Full HD OLED,17.990.000 đ,16GB LPDDR4,New Outlet,SSD 1TB NVMe,https://laptop88.vn/moi-laptop-samsung-galaxy-book-pro-intel-core-i7.html
"
i7 - 12700H
",16inch 165Hz  100% sRGB,"
Nvidia RTX3050Ti
",https://laptop88.vn/media/product/pro_poster_8052.jpg,[New Outlet] Laptop Dell G16 7620 - Intel Core i7 - 12700H | RTX 3050Ti | 16 Inch QHD+ 100% sRGB,28.490.000 đ,16GB DDR5,New Outlet,SSD 512GB NVMe,https://laptop88.vn/new-outlet-laptop-dell-g16-7620-intel-core-i7-12700h-rtx-3050ti-16-inch-qhd.html
i3-1115G4,"14"" Full HD IPS",Intel UHD Graphics,https://laptop88.vn/media/product/pro_poster_7593.jpg,Laptop Cũ HP 14s-dr2008tu - Intel Core i3-1115G4 | 14 inch Full HD,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-hp-14s-dr2008tu-intel-core-i3-1115g4-14-inch-full-hd.html
i3 - 1215U,"14"" Full HD IPS",Intel UHD Graphics,https://laptop88.vn/media/product/pro_poster_7719.jpg,[New 100%] Laptop HP Pavilion x360 14-ek0013dx 691L0UA - Intel Core i3 - 1215U | 14 Inch Full HD [2022],11.690.000 đ,8GB DDR4,New 100%,SSD 256GB NMVe,https://laptop88.vn/moi-100-full-box-laptop-hp-pavilion-x360-14-ek0013dx-intel-core-i3-1215u-14-inch-full-hd.html
"
i7-1260P
","14""  WUXGA ",Intel Iris Xe Graphics,https://laptop88.vn/media/product/pro_poster_7987.jpg,[New Outlet] Laptop LG Gram 14 Lightweight 14ZB90Q-G.AAC6U1 - Intel Core i7-1260p | 14 Inch WUXGA,21.990.000 đ,16GB LPDDR5,New Outlet,SSD 512GB NMVe,https://laptop88.vn/new-outlet-laptop-lg-gram-2-in-1-16t90q-k.aac7u1-intel-core-i7-1260p-16-inch-2k-wqxga.html
Intel Core i5-12500H,"15.6"" Full HD 120Hz",Nvidia RTX 3050Ti,https://laptop88.vn/media/product/pro_poster_6937.jpg,[New 100%] Laptop Lenovo Ideapad Gaming 3 2022 15IAH7 82S90086VN - Intel Core i5-12500H | RTX 3050Ti | 15.6 Inch 120Hz,19.990.000 đ,16GB DDR4,New 100%,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-lenovo-ideapad-gaming-3-intel-core-i5.html
i7-12700H,16 inch QHD+ ,Intel Iris Xe Graphics ,https://laptop88.vn/media/product/pro_poster_8070.jpg,[New Outlet] Laptop Dell Inspiron 16 Plus 7620 - Intel Core i7 12700H | RAM 40GB | SSD 1TB | 16 inch QHD+ ,22.990.000 đ,40GB DDR5,New Outlet,SSD 1TB NVMe,https://laptop88.vn/new-outlet-laptop-dell-inspiron-16-plus-7620-intel-core-i7-12700h-ram-40gb-ssd-1tb-16-inch-qhd.html
i5 - 1235U,"15.6"" Full HD 120Hz",Intel Iris Xe Graphics,https://laptop88.vn/media/product/pro_poster_7603.jpg,[New 100%] Laptop Dell Inspiron 3520 N5I5122W1 - Intel Core i5-1235U | 15.6 Inch Full HD 120Hz,15.690.000 đ,8GB DDR4,New 100%,SSD 256GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-dell-inspiron-3520-n5i5122w1-intel-core-i5-1235u-15.6-inch-full-hd.html
i5-1135G7,"15.6"" Full HD",Intel Iris Xe Grapchis,https://laptop88.vn/media/product/pro_poster_7896.jpg,[New 100%] Laptop Dell Inspiron 15 3511 R1605S - Intel Core i5 - 1135G7 | 15.6 Inch Full HD,14.390.000 đ,16GB DDR4,New 100%,SSD 512GB,https://laptop88.vn/moi-100-full-box-laptop-dell-inspiron-15-3511-r1605s-intel-core-i5-1135g7-16gb-15.6-inch-full-hd.html
"
i7-12700H
","15.6"" Full HD, 165Hz",RTX 3060,https://laptop88.vn/media/product/pro_poster_8079.jpg,"[New 100%] Laptop Gaming Acer Predator Helios 300 PH315-55-70ZV - Intel Core i7-12700H | RTX 3060 | 15.6"" Full HD 165Hz",28.590.000 đ,16GB DDR5,New 100%,SSD 512GB,https://laptop88.vn/new-outlet-laptop-gaming-acer-predator-helios-300-ph315-55-70zv-intel-core-i7-12700h-rtx-3060-15.6-quot-full-hd-165hz.html
i5 - 1235U,"14"" Full HD ",Intel Iris Xe Graphics,https://laptop88.vn/media/product/pro_poster_6958.jpg,[New 100%] Laptop HP Pavilion x360 2 in 1 14-ek0033dx 67W83UA - Intel Core i5 - 1235U | 14 Inch Full HD [2022],14.590.000 đ,8GB DDR4,New 100%,SSD 512GB NMVe,https://laptop88.vn/moi-100-full-box-laptop-hp-pavilion-x360-14-dy0077tu-46l95pa-intel-core-i5.html
i5 - 8250U,"13.3"" Full HD",Intel UHD 620,https://laptop88.vn/media/product/5098_hp_elitebook_830_g5____nh_ch__nh.jpg,Laptop Cũ HP Elitebook 830 G5 - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-hp-elitebook-830-g5-intel-core-i5.html
"
AMD R7-5800H
","15.6"" Full HD 60Hz",RX5500M 4GB GDDR6,https://laptop88.vn/media/product/pro_poster_5212.jpg,[New 100%] Laptop MSI Gaming Bravo 15 B5DD-275VN - AMD Ryzen 7 - 5800H | Card rời RX5500M | 15.6 Inch Full HD,16.490.000 đ,8GB DDR4,New 100%,SSD 512GB NMVe,https://laptop88.vn/moi-100-full-box-laptop-msi-bravo-15-amd-ryzen-5.html
"
i5 - 10310u
","14"" FHD ",UHD Graphics,https://laptop88.vn/media/product/pro_poster_8036.jpg,[New Outlet] Laptop HP Elitebook 840 G7 - Intel core i5 10310u | 16GB | 256GB,12.990.000 đ,16GB,New Outlet,SSD 256GB ,https://laptop88.vn/new-outlet-laptop-elitebook-840-g7-intel-core-i5-10310u-16gb-256gb.html
"
i5 - 12500H
","15.6"" Full HD 144Hz",Nvidia RTX 4060 ,https://laptop88.vn/media/product/pro_poster_8127.jpg,[New 100%] Laptop Gaming Gigabyte G5 KF-E3VN333SH - Intel Core i5-12500H | RTX 4060 8GB | 15.6 inch FHD 144Hz,25.290.000 đ,8GB DDR4,New 100%,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-gaming-gigabyte-g5-kf-e3vn333sh-intel-core-i5-12500h-rtx-4060-8gb-15.6-inch-fhd-144hz.html
"
i7 - 12650H
","15.6"" Full HD 144Hz","
Nvidia RTX 4050
",https://laptop88.vn/media/product/pro_poster_7968.jpg,[New 100%] Laptop MSI Cyborg 15 A12VE 240VN - Intel Core i7 - 12650H | RTX 4050 | 15.6 Inch Full HD,24.990.000 đ,8GB DDR5,,SSD 512GB,https://laptop88.vn/new-100-laptop-msi-cyborg-15-a12ve-240vn-intel-core-i7-12650h-rtx-4050-15.6-inch-full-hd.html
"
i5-1240P
","16""  2K 100% sRGB","
Intel Iris Xe Graphics
",https://laptop88.vn/media/product/pro_poster_8033.jpg,[New 100%] Laptop Lenovo Yoga 7 16IAP7-82QG0001US - Intel Core i5 - 1240P | 16 Inch 2K 100% sRGB 400nits,17.990.000 đ,8GB LPDDR5,,SSD 256GB NVMe,https://laptop88.vn/new-100-laptop-lenovo-yoga-7-16iap7-82qg0001us-intel-core-i5-1240p-16-inch-wqxga.html
i5 - 12500H,"17.3"" Full HD 144Hz",Nvidia RTX 3050 4GB,https://laptop88.vn/media/product/pro_poster_7830.jpg,[New Outlet] Laptop Gaming Acer Nitro 5 AN517-55-5354 - Intel Core i5 - 12500H | RTX 3050 4GB | 17.3 Inch Full HD 144Hz,18.290.000 đ,8GB DDR4,New Outlet,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-acer-nitro-5-an517-55-5354-intel-core-i5-12500h-rtx-3050-4gb-17.3-inch-full-hd-144hz.html
"
i5 - 12450H
","15.6"" Full HD ",Nvidia RTX 3050,https://laptop88.vnhttps://laptop88.vn/media/product/7631_anb______ng_h____msi_gaming_katana_gf66_12uc_699vn.jpg,[New 100%] Laptop MSI Gaming Katana GF66 12UC 699VN  - Intel Core i5 - 12450H | RTX 3050 ,20.990.000 đ,8GB DDR4,New 100%,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-msi-gaming-katana-gf66-12uc-699vn-intel-core-i5-12450h-rtx-3050.html
i5 - 11400H,"15.6"" Full HD 144Hz",Nvidia RTX 3050,https://laptop88.vn/media/product/pro_poster_6817.jpg,[New 100%] Laptop Gaming GIGABYTE G5 GD 51VN123SO - Intel Core i5-11400H | RTX 3050 | 144Hz,17.990.000 đ,16GB DDR4,New 100%,SSD 512GB NMVe,https://laptop88.vn/moi-100-full-box-laptop-gaming-gigabyte-g5-gd-intel-core-i5.html
"
Intel Core i5-11400H
","15.6"" Full HD 144Hz","
Nvidia GTX 1650
",https://laptop88.vn/media/product/pro_poster_5809.jpg,[New 100%] Laptop Gaming MSI GF63 Thin 11SC 664VN - Intel Core i5-11400H | GTX 1650 | 144Hz,14.990.000 đ,8GB DDR4,New 100%,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-msi-gf63-thin-10scs-intel-core-i5.html
i5 - 1230U,"13.4"" Full HD+",Intel Iris Xe Graphics,https://laptop88.vnhttps://laptop88.vn/media/product/7827_anb______ng_h____dell_xps_13_9315_f4gh8_m___i___i5_1230u.jpg,"[New 100%] Dell XPS 13 9315-F4GH8 Mới - i5-1230U | 13.4"" Full HD+",22.990.000 đ,8GB LPDDR5,New 100%,SSD 512GB NMVe,https://laptop88.vn/moi-100-full-box-laptop-dell-xps-13-9315-f4gh8-intel-core-i5-1230u-13.4-inch-full-hd.html
i5 - 12450H,"
15.6"" Full HD 144Hz
",NVIDIA RTX 3050,https://laptop88.vn/media/product/pro_poster_8054.jpg,[New 100%] Laptop MSI Sword 15 A12UC 295US - Intel Core i5 - 12450H | RTX 3050 | 15.6 Inch Full HD 144Hz,Liên Hệ,8GB DDR4,,SSD 512GB NMVe,https://laptop88.vn/new-100-laptop-msi-sword-15-a12uc-295us-intel-core-i5-12450h-rtx-3050-15.6-inch-full-hd.html
i5 - 11400H,"15.6"" Full HD 144Hz",Nvidia GTX 1650,https://laptop88.vn/media/product/pro_poster_4766.jpg,[New 100%] Laptop Gaming Acer Nitro 5 Eagle AN515-57-5669 | Intel Core i5-11400H | GTX 1650 | 144Hz,17.990.000 đ,8GB DDR4,New 100%,SSD 512GB,https://laptop88.vn/moi-100-full-box-laptop-gaming-acer-nitro-5-an515-57-intel-core-i5.html
R5 - 6600H,"15.6"" Full HD 120Hz",NVIDIA  RTX 3050,https://laptop88.vn/media/product/pro_poster_6695.jpg,[New 100%] Laptop Dell Gaming G15 5525 691KP - AMD Ryzen 5  6600H | RTX 3050 4GB | 15.6 Inch Full HD 120Hz,18.990.000 đ,8GB DDR5,New 100%,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-dell-gaming-g15-5515-2021-amd-ryzen-5.html
"
i5 - 12500H
","15.6"" Full HD 144Hz",Nvidia RTX 4050 ,https://laptop88.vn/media/product/pro_poster_8126.jpg,[New 100%] Laptop Gaming Gigabyte G5 MF E2VN333SH - Intel Core i5-12500H | RTX 4050 | 15.6 inch Full HD 144Hz,23.290.000 đ,8GB DDR4,New 100%,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-gaming-gigabyte-g5-mf-e2vn333sh-intel-core-i5-12500h-rtx-4050-15.6-inch-fhd-144hz.html
R5 - 6600H,"16.1"" Full HD 144Hz","
Nvidia RTX 3050
",https://laptop88.vn/media/product/pro_poster_6659.jpg,[New 100%] Laptop HP VICTUS 16-e1107AX 7C140PA - AMD Ryzen 5 - 6600H | 16GB | RTX 3050 4GB | 16.1 Inch Full HD 144hz,18.990.000 đ,16GB DDR5,New 100%,SSD 512GB NMVe,https://laptop88.vn/moi-100-full-box-laptop-hp-victus-16-e0175ax-4r0u8pa-amd-ryzen-5.html
"
Core i5-1240P
","14.0"" OLED 2.8K","
Intel Iris Xe Graphics
",https://laptop88.vn/media/product/pro_poster_7318.jpg,[New 100%] Laptop Asus Zenbook Q409ZA-90NB0WC1 (2022) - Intel Core i5 1240P | Màn Oled 100% DCI-P3,14.590.000 đ,8GB LPDDR5,New 100%,SSD 256GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-asus-zenbook-q409-intel-core-i5-doi-moi-nhat-deal-ngon.html
"
i7-1165G7
","14"" Full HD",Intel Iris Xe Graphics,https://laptop88.vn/media/product/pro_poster_8076.jpg,[New 100%] Laptop Lenovo IdeaPad 3 14ITL6 82H701G0US | Intel Core i7-1165G7 | 14 inch Full HD,13.590.000 đ,8GB DDR4,New 100%,SSD 256GB NVMe,https://laptop88.vn/new-100-laptop-lenovo-ideapad-3-14itl6-82h701g0us-intel-core-i7-1165g7-14-inch-full-hd.html
Intel Core i5-12450H,"15.6"" Full HD 144Hz",Nvidia GTX 1650,https://laptop88.vn/media/product/pro_poster_7421.jpg,[New 100%] Laptop HP Victus 15 FA0031DX 68U87UA  (2022) - Intel Core i5-12450H | GTX 1650 | 15.6 Inch Full HD 144Hz,Liên Hệ,8GB DDR4,,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-hp-victus-15-fa0031dx-2022-intel-core-i5-12450h-gtx-1650-15.6-inch-full-hd-144hz.html
"
R5 - 5625U
","15.6"" FHD ",AMD Radeon Graphics,https://laptop88.vn/media/product/pro_poster_7699.jpg,[New 100%] Laptop Lenovo IdeaPad 3 15ABA7 82RN0070VN - AMD Ryzen 5 - 5625U | 15.6 Inch Full HD,10.990.000 đ,8GB DDR4,New 100%,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-lenovo-ideapad-3-15aba7-82rn0070vn-amd-ryzen-5-5625u-15.6-inch-full-hd.html
"
AMD R5-5625U
","14.0"" Full HD+ Touch","
AMD Radeon Vega
",https://laptop88.vn/media/product/pro_poster_7765.jpg,[New Outlet] Laptop Dell Inspiron 14 5425-VNYK0  | AMD R5-5625U | 16GB RAM | 14 inch Full HD+ Touch,13.990.000 đ,16GB DDR4 ,New Outlet,SSD 512GB NVMe,https://laptop88.vn/moi-99-laptop-dell-inspiron-14-5425-amd-r5-5625u-16gb-ram-14-inch-full-hd-touch.html
i7 - 5600U,12.5 Inch HD,Intel HD 5500,https://laptop88.vn/media/product/pro_poster_3960.jpg,Laptop Cũ Dell Latitude E7250 - Intel Core i7,Liên Hệ,4GB DDR3L,,SSD 120GB,https://laptop88.vn/laptop-dell-latitude-e7250-i7/p3960.html
i5 - 6200U,15.6 Inch HD,Intel HD Graphics,https://laptop88.vn/media/product/pro_poster_6801.jpg,Laptop Cũ Lenovo Thinkpad L560 - Intel Core i5,Liên Hệ,8GB DDR3,,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-l560-intel-core-i5.html
i5 - 12500H,"15.6"" Full HD 144Hz",Nvidia RTX 3050Ti,https://laptop88.vn/media/product/pro_poster_6713.jpg,[New Outlet] Laptop Acer Nitro 5 AN515-58-5046 - Intel Core i5-12500H | RAM 16GB | Nvidia RTX 3050Ti | 15.6 Inch Full HD 144Hz,19.690.000 đ,16GB DDR4,New Outlet,SSD 512GB,https://laptop88.vn/moi-100-full-box-laptop-acer-nitro-5-eagle-an515-57-54mv-intel-core-i5.html
i5 - 6200U,13.3'' Full HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_5006.jpg,Laptop cũ Dell XPS 13 9350 - Intel Core i5,8.690.000 đ,8GB LPDDR3,Used,SSD 256GB,https://laptop88.vn/laptop-dell-xps-9350-intel-core-i5.html
i5 - 7200U,12.5 Inch HD,Intel HD Graphics,https://laptop88.vn/media/product/pro_poster_6800.jpg,Laptop Cũ HP Elitebook 820 G4 - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-hp-elitebook-820-g4-intel-core-i5.html
i7 - 5600U,14 Inch HD+,Intel HD 5500,https://laptop88.vn/media/product/pro_poster_3805.jpg,Laptop Cũ Lenovo Thinkpad T450s -  Intel Core i7,Liên Hệ,8GB DDR3L,,SSD 240GB,https://laptop88.vn/laptop-lenovo-thinkpad-t450s-core-i7-i7-5600u-processor-ram-8gb-ssd-256gb-intel-hd-graphics-5500m-14-inch-bao-hanh-1-nam.html
i5 - 8250U,12.5 Inch HD,Intel HD 620,https://laptop88.vn/media/product/pro_poster_6355.jpg,Laptop Cũ Dell Latitude 7290 - Intel Core i5,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-7290-intel-core-i5.html
i5 - 12500H,"15.6"" FHD, 165Hz",Nvidia RTX 3050,https://laptop88.vn/media/product/pro_poster_7036.jpg,[New 100%] Lenovo Legion 5 15IAH7 82RC008LVN - Intel Core i5 - 12500H | RTX 3050 | 15.6 Inch Full HD 100% sRGB 165Hz,23.990.000 đ,8GB DDR5,New 100%,SSD 512GB NVMe ,https://laptop88.vn/moi-100-full-box-laptop-lenovo-legion-5-pro-2022-16iah7-82s00004us-intek-core-i7-12700h-rtx-3050ti-16-inch-165hz.html
Core i5-4200U,"15.6"" Full HD",Intel HD Graphics 4400,https://laptop88.vn/media/product/pro_poster_3985.jpg,Laptop Cũ Dell Latitude E3540 - Intel Core i5,Liên Hệ,4GB DDR3L,,SSD 120GB,https://laptop88.vn/laptop-cu-dell-latitude-3540-core-i5.html
,,,https://laptop88.vn/media/product/pro_poster_6839.jpg,Laptop Cũ HP Probook 645 G2 - AMD A8,Liên Hệ,,,,https://laptop88.vn/laptop-cu-hp-probook-645-g2-amd-a8.html
,,,https://laptop88.vn/media/product/pro_poster_2543.jpg,Laptop Cũ Lenovo Thinkpad L540 - Intel Core i5,Liên Hệ,,,,https://laptop88.vn/laptop-lenovo-thinkpad-l540-core-i5.html
i5 - 3210M,14 Inch HD,Intel HD 4000,https://laptop88.vn/media/product/pro_poster_2424.jpg,Laptop cũ Dell Latitude E5430 - Intel Core i5,Liên Hệ,4GB DDR3,,SSD 120GB,https://laptop88.vn/laptop-cu-dell-latitude-e5430-intel-core-i5/p2424.html
i5 - 7200U,14 Inch HD,Intel HD 620,https://laptop88.vn/media/product/pro_poster_6796.jpg,Laptop Cũ HP Probook 640 G3 - Intel Core i5,5.990.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-hp-probook-640-g3-intel-core-i5.html
i5 - 6200U,15.6'' Full HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_3984.jpg,Laptop Dell Latitude E5570 - Intel Core i5,6.090.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-dell-latitude-e5570-intel-core-i5.html
"
AMD R5-3500U
","14"" Full HD","
Card AMD Vega 
",https://laptop88.vn/media/product/pro_poster_6881.jpg,[New 100%] Laptop Dell Vostro 3405 R1505D  - AMD Ryzen 5 | 14 inch Full HD,10.990.000 đ,8GB DDR4,New 100%,SSD 256GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-dell-vostro-v3405-v4r53500u003w1-amd-ryzen-5.html
i7 - 6820HQ,15.6'' HD,AMD R7 M370,https://laptop88.vn/media/product/pro_poster_4929.jpg,Laptop Dell Latitude E5570 - Intel Core i7,Liên Hệ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-dell-latitude-e5570-intel-core-i7.html
i5 - 4200U,12.5 Inch HD,Intel HD 4400,https://laptop88.vn/media/product/pro_poster_3945.jpg,Laptop cũ HP Elitebook 820 G1 - Intel Core i5,Liên Hệ,4GB DDR3L,,SSD 128GB,https://laptop88.vn/HP-Elitebook-820-G1-i5.html
i7 - 4600U,14 Inch HD,Intel HD 4400,https://laptop88.vn/media/product/pro_poster_3787.jpg,Laptop cũ Dell Latitude E7440 - Intel Core i7 ,Liên Hệ,4GB / 8GB,,SSD 120GB,https://laptop88.vn/laptop-cu-dell-latitude-e7440-core-i7-4600u-ram-4gb-ssd-128gb-intel-hd-graphics-4400-14-hd-bao-hanh-1-nam.html
i5 - 5200U,15.6 Inch HD,Intel HD 5500,https://laptop88.vn/media/product/pro_poster_3992.jpg,Laptop cũ Dell Latitude E5550 - Intel Core i5,5.490.000 đ,4GB DDR3,Used,SSD 120GB,https://laptop88.vn/laptop-dell-latitude-e5550-intel-core-i5-5300u-ram-4gb-ssd-120gb-intel-hd-graphics-5500-15.6-inch-hd/p3992.html
i5 - 4200U,14 Inch HD,Intel HD 4400,https://laptop88.vn/media/product/pro_poster_2484.jpg,Laptop cũ Dell Latitude E7440 - Intel Core i5,Liên Hệ,4GB DDR3,,SSD 120GB,https://laptop88.vn/laptop-cu-dell-e7440-core-i5-4300u-ram-4gb-ssd-120gb-intel-hd-graphics-4400-14-hd-bao-hanh-1-nam.html
M7 - 6Y57,13.3'' Full HD,Intel HD 515,https://laptop88.vn/media/product/pro_poster_5699.jpg,Laptop Cũ Dell Latitude 7370 - Intel Core M7,Liên Hệ,8GB LPDDR3,,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-7370-intel-core-m7.html
i5 - 4200M,14 Inch HD,Intel HD 620,https://laptop88.vn/media/product/pro_poster_2440.jpg,Laptop Cũ Dell Latitude E6440 - Intel Core i5 ,3.990.000 đ,4GB DDR3,Used,SSD 120GB,https://laptop88.vn/dell-latitude-e6440-core-i5.html
i5 - 3320M,14 Inch HD,Intel HD 4000,https://laptop88.vn/media/product/pro_poster_2372.jpg,Laptop Cũ Dell Latitude E6430 - Intel Core i5,Liên Hệ,4GB DDR3,Used,SSD 120GB,https://laptop88.vn/laptop-cu-dell-e6430-core-i5-3320m/p2372.html
i5 - 4200M,15.6 Inch Full HD,Intel HD 4600,https://laptop88.vn/media/product/pro_poster_3804.jpg,Laptop cũ Dell Latitude E6540 - Intel Core i5,5.390.000 đ,4GB DDR3L,Used,SSD 120GB,https://laptop88.vn/laptop-dell-latitude-e6540-core-i5.html
i5 - 6200U,12.5 Inch Full HD,Intel HD Graphics,https://laptop88.vn/media/product/pro_poster_4672.jpg,Laptop Dell Latitude 7280  - Intel Core i5,5.490.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-dell-latitude-7280-intel-core-i5.html
